,red,blue,green,hue,saturation,value,ph
145,0.4862745,0.5372549,0.8039216,230.37038,0.3951219,0.8039216,4.0
146,0.49019608,0.5411765,0.8117647,230.48781,0.3961352,0.8117647,4.0
147,0.49019608,0.5411765,0.8117647,230.48781,0.3961352,0.8117647,4.0
148,0.49019608,0.5411765,0.8117647,230.48781,0.3961352,0.8117647,4.0
149,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
150,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
151,0.47843137,0.54901963,0.8156863,227.44186,0.41346148,0.8156863,4.0
152,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
153,0.47058824,0.54509807,0.8,226.42857,0.41176465,0.8,4.0
154,0.47058824,0.54509807,0.8,226.42857,0.41176465,0.8,4.0
155,0.4862745,0.5411765,0.8,229.5,0.3921568,0.8,4.0
156,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
157,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
158,0.4862745,0.5411765,0.8,229.5,0.3921568,0.8,4.0
159,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
160,0.49411765,0.54901963,0.80784315,229.5,0.38834947,0.80784315,4.0
161,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
162,0.49411765,0.54901963,0.80784315,229.5,0.38834947,0.80784315,4.0
163,0.49411765,0.54901963,0.80784315,229.5,0.38834947,0.80784315,4.0
164,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
165,0.50980395,0.5372549,0.8,234.32433,0.36274502,0.8,4.0
166,0.47843137,0.52156866,0.7176471,229.18033,0.33333328,0.7176471,4.0
167,0.46666667,0.5176471,0.7137255,227.61905,0.3461538,0.7137255,4.0
168,0.47843137,0.5254902,0.7254902,228.57143,0.3405405,0.7254902,4.0
169,0.47843137,0.5254902,0.7254902,228.57143,0.3405405,0.7254902,4.0
170,0.47843137,0.5254902,0.7254902,228.57143,0.3405405,0.7254902,4.0
171,0.47058824,0.5137255,0.73333335,230.14925,0.35828874,0.73333335,4.0
172,0.47058824,0.5137255,0.73333335,230.14925,0.35828874,0.73333335,4.0
173,0.47843137,0.52156866,0.7372549,230.0,0.3510638,0.7372549,4.0
174,0.47058824,0.5137255,0.73333335,230.14925,0.35828874,0.73333335,4.0
175,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
176,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
177,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
178,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
179,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
180,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
181,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
182,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
183,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
184,0.4509804,0.5058824,0.7411765,228.64865,0.39153433,0.7411765,4.0
185,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
186,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
187,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
188,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
189,0.44705883,0.5137255,0.74509805,226.57895,0.39999995,0.74509805,4.0
190,0.44705883,0.5137255,0.74509805,226.57895,0.39999995,0.74509805,4.0
191,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
192,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
193,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
194,0.45490196,0.5137255,0.74509805,227.83784,0.38947362,0.74509805,4.0
195,0.44313726,0.50980395,0.7411765,226.57895,0.40211636,0.7411765,4.0
196,0.44705883,0.5137255,0.74509805,226.57895,0.39999995,0.74509805,4.0
197,0.44705883,0.5137255,0.74509805,226.57895,0.39999995,0.74509805,4.0
198,0.44705883,0.5137255,0.74509805,226.57895,0.39999995,0.74509805,4.0
199,0.44705883,0.5137255,0.74509805,226.57895,0.39999995,0.74509805,4.0
200,0.44313726,0.50980395,0.7411765,226.57895,0.40211636,0.7411765,4.0
201,0.44313726,0.50980395,0.7411765,226.57895,0.40211636,0.7411765,4.0
202,0.45490196,0.5176471,0.7490196,227.2,0.3926701,0.7490196,4.0
203,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
204,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
205,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
206,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
207,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
208,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
209,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
210,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
211,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
212,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
213,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
214,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
215,0.4627451,0.5254902,0.7647059,227.53247,0.39487174,0.7647059,4.0
216,0.4627451,0.5254902,0.7647059,227.53247,0.39487174,0.7647059,4.0
217,0.45882353,0.52156866,0.7529412,227.2,0.39062494,0.7529412,4.0
218,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
219,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
220,0.4627451,0.5254902,0.75686276,227.2,0.38860098,0.75686276,4.0
221,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
222,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
223,0.4627451,0.5254902,0.75686276,227.2,0.38860098,0.75686276,4.0
224,0.4627451,0.5254902,0.75686276,227.2,0.38860098,0.75686276,4.0
225,0.4627451,0.5254902,0.75686276,227.2,0.38860098,0.75686276,4.0
226,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
227,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
228,0.46666667,0.52156866,0.7529412,228.49315,0.38020828,0.7529412,4.0
229,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
230,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
231,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
232,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
233,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
234,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
235,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
236,0.4627451,0.5254902,0.75686276,227.2,0.38860098,0.75686276,4.0
237,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
238,0.47058824,0.5372549,0.76862746,226.57895,0.38775504,0.76862746,4.0
239,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
240,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
241,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
242,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
243,0.48235294,0.5411765,0.77254903,227.83784,0.37563446,0.77254903,4.0
244,0.48235294,0.5411765,0.77254903,227.83784,0.37563446,0.77254903,4.0
245,0.48235294,0.5411765,0.77254903,227.83784,0.37563446,0.77254903,4.0
246,0.47843137,0.53333336,0.76862746,228.64865,0.37755096,0.76862746,4.0
247,0.48235294,0.5411765,0.77254903,227.83784,0.37563446,0.77254903,4.0
248,0.47843137,0.53333336,0.76862746,228.64865,0.37755096,0.76862746,4.0
249,0.47843137,0.53333336,0.76862746,228.64865,0.37755096,0.76862746,4.0
250,0.48235294,0.5411765,0.77254903,227.83784,0.37563446,0.77254903,4.0
251,0.47843137,0.53333336,0.76862746,228.64865,0.37755096,0.76862746,4.0
252,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
253,0.48235294,0.5411765,0.77254903,227.83784,0.37563446,0.77254903,4.0
254,0.47843137,0.53333336,0.76862746,228.64865,0.37755096,0.76862746,4.0
255,0.47843137,0.5254902,0.78431374,230.76923,0.38999996,0.78431374,4.0
256,0.47843137,0.5254902,0.78431374,230.76923,0.38999996,0.78431374,4.0
257,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
258,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
259,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
260,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
261,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
262,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
263,0.47843137,0.5254902,0.78431374,230.76923,0.38999996,0.78431374,4.0
264,0.49019608,0.53333336,0.79607844,231.53847,0.3842364,0.79607844,4.0
265,0.48235294,0.5294118,0.7921569,230.88608,0.39108905,0.7921569,4.0
266,0.48235294,0.5294118,0.7921569,230.88608,0.39108905,0.7921569,4.0
267,0.49019608,0.53333336,0.79607844,231.53847,0.3842364,0.79607844,4.0
268,0.48235294,0.5294118,0.7921569,230.88608,0.39108905,0.7921569,4.0
269,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
270,0.48235294,0.5372549,0.79607844,229.5,0.39408863,0.79607844,4.0
271,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
272,0.4862745,0.5411765,0.8,229.5,0.3921568,0.8,4.0
273,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
274,0.4862745,0.5411765,0.8,229.5,0.3921568,0.8,4.0
275,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
276,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
277,0.4862745,0.5372549,0.8039216,230.37038,0.3951219,0.8039216,4.0
278,0.4862745,0.5372549,0.8039216,230.37038,0.3951219,0.8039216,4.0
279,0.4862745,0.5372549,0.8039216,230.37038,0.3951219,0.8039216,4.0
280,0.49019608,0.5411765,0.8117647,230.48781,0.3961352,0.8117647,4.0
281,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
282,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
283,0.47843137,0.5529412,0.80784315,226.42857,0.40776694,0.80784315,4.0
284,0.47058824,0.54509807,0.8,226.42857,0.41176465,0.8,4.0
285,0.47058824,0.54509807,0.8,226.42857,0.41176465,0.8,4.0
286,0.4745098,0.54901963,0.8039216,226.42857,0.40975603,0.8039216,4.0
287,0.4627451,0.54509807,0.8,225.34883,0.42156857,0.8,4.0
288,0.4627451,0.54509807,0.8,225.34883,0.42156857,0.8,4.0
289,0.4627451,0.54509807,0.8,225.34883,0.42156857,0.8,4.0
290,0.46666667,0.54901963,0.8039216,225.34883,0.41951215,0.8039216,4.0
291,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
292,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
293,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
294,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
295,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
296,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
297,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
298,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
299,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
300,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
301,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
302,0.4627451,0.5372549,0.8,226.74419,0.42156857,0.8,4.0
303,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
304,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
305,0.47843137,0.54901963,0.8156863,227.44186,0.41346148,0.8156863,4.0
306,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
307,0.4627451,0.5372549,0.8,226.74419,0.42156857,0.8,4.0
308,0.4627451,0.5372549,0.8,226.74419,0.42156857,0.8,4.0
309,0.4862745,0.5372549,0.8039216,230.37038,0.3951219,0.8039216,4.0
310,0.49019608,0.5411765,0.8117647,230.48781,0.3961352,0.8117647,4.0
311,0.4862745,0.5372549,0.8039216,230.37038,0.3951219,0.8039216,4.0
312,0.4862745,0.5372549,0.8039216,230.37038,0.3951219,0.8039216,4.0
313,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
314,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
315,0.47058824,0.5411765,0.8039216,227.29411,0.41463408,0.8039216,4.0
316,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
317,0.47843137,0.54901963,0.8156863,227.44186,0.41346148,0.8156863,4.0
318,0.47843137,0.54901963,0.8156863,227.44186,0.41346148,0.8156863,4.0
319,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
320,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
321,0.49019608,0.54509807,0.8039216,229.5,0.39024386,0.8039216,4.0
322,0.49411765,0.54901963,0.80784315,229.5,0.38834947,0.80784315,4.0
323,0.5019608,0.54901963,0.80784315,230.76924,0.37864068,0.80784315,4.0
324,0.49803922,0.54509807,0.8039216,230.76923,0.38048777,0.8039216,4.0
325,0.5019608,0.54901963,0.80784315,230.76924,0.37864068,0.80784315,4.0
326,0.5019608,0.54901963,0.80784315,230.76924,0.37864068,0.80784315,4.0
327,0.49803922,0.54509807,0.8039216,230.76923,0.38048777,0.8039216,4.0
328,0.49803922,0.54509807,0.8039216,230.76923,0.38048777,0.8039216,4.0
329,0.49803922,0.54509807,0.8039216,230.76923,0.38048777,0.8039216,4.0
330,0.49411765,0.5372549,0.8,231.53847,0.3823529,0.8,4.0
331,0.50980395,0.54509807,0.78039217,232.17392,0.3467336,0.78039217,4.0
332,0.49411765,0.52156866,0.7254902,232.88135,0.31891888,0.7254902,4.0
333,0.47843137,0.52156866,0.7176471,229.18033,0.33333328,0.7176471,4.0
334,0.4862745,0.5254902,0.7254902,230.16394,0.32972968,0.7254902,4.0
335,0.47843137,0.5254902,0.7254902,228.57143,0.3405405,0.7254902,4.0
336,0.47843137,0.5254902,0.7254902,228.57143,0.3405405,0.7254902,4.0
337,0.47058824,0.5137255,0.73333335,230.14925,0.35828874,0.73333335,4.0
338,0.47058824,0.5137255,0.73333335,230.14925,0.35828874,0.73333335,4.0
339,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
340,0.47058824,0.50980395,0.74509805,231.42857,0.36842102,0.74509805,4.0
341,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
342,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
343,0.4627451,0.5176471,0.7490196,228.49315,0.3821989,0.7490196,4.0
