,red,blue,green,hue,saturation,value,ph
3413,0.48235294,0.4627451,0.6,248.57143,0.22875816,0.6,8.2
1652,0.4745098,0.7529412,0.7529412,179.99997,0.36979163,0.7529412,7.0
264,0.49019608,0.53333336,0.79607844,231.53847,0.3842364,0.79607844,4.0
441,0.4862745,0.5294118,0.81960785,232.23529,0.40669852,0.81960785,4.0
4554,0.7921569,0.4,0.7411765,307.80002,0.49504942,0.7921569,14.0
2708,0.5058824,0.5882353,0.8509804,225.68182,0.40552986,0.8509804,7.6
3251,0.4117647,0.4117647,0.57254905,240.0,0.2808219,0.57254905,8.2
2890,0.49019608,0.58431375,0.8627451,224.8421,0.43181813,0.8627451,7.6
1192,0.53333336,0.7647059,0.77254903,181.96724,0.3096446,0.77254903,6.8
2791,0.49019608,0.60784316,0.8666667,221.25,0.43438908,0.8666667,7.6
2370,0.7529412,0.81960785,1.0,223.80952,0.24705878,1.0,7.2
4817,0.85490197,0.43137255,0.7764706,311.1111,0.49541277,0.85490197,14.0
835,0.57254905,0.5803922,0.7921569,237.85715,0.27722767,0.7921569,4.2
4490,0.98039216,0.5294118,0.93333334,306.2609,0.45999992,0.98039216,12.0
1410,0.48235294,0.78039217,0.8039216,184.39026,0.39999995,0.8039216,6.8
3351,0.43137255,0.41568628,0.59607846,245.21739,0.30263153,0.59607846,8.2
334,0.4862745,0.5254902,0.7254902,230.16394,0.32972968,0.7254902,4.0
2181,0.79607844,0.827451,1.0,230.76924,0.20392153,1.0,7.2
1629,0.49411765,0.7372549,0.7607843,185.29414,0.35051543,0.7607843,7.0
531,0.5568628,0.57254905,0.8117647,236.3077,0.3140096,0.8117647,4.2
4803,0.8352941,0.44313726,0.78431374,307.80002,0.4694835,0.8352941,14.0
3148,0.5294118,0.48235294,0.62352943,260.0,0.22641508,0.62352943,8.2
2861,0.5137255,0.5882353,0.84313726,226.42857,0.3906976,0.84313726,7.6
4540,0.79607844,0.40784314,0.7411765,308.48486,0.48768467,0.79607844,14.0
2443,0.7254902,0.83137256,1.0,216.85715,0.27450976,1.0,7.2
74,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
2953,0.4745098,0.6039216,0.8784314,220.7767,0.45982137,0.8784314,7.6
3826,0.91764706,0.5803922,0.85882354,310.46515,0.3675213,0.91764706,10.0
4089,0.91764706,0.49019608,0.8901961,303.85324,0.4658119,0.91764706,12.0
352,0.4509804,0.5058824,0.74509805,228.8,0.3947368,0.74509805,4.0
1423,0.48235294,0.78039217,0.8039216,184.39026,0.39999995,0.8039216,6.8
3981,1.0,0.57254905,0.9372549,308.80734,0.4274509,1.0,10.0
3955,1.0,0.5882353,0.9490196,307.4286,0.41176462,1.0,10.0
1419,0.48235294,0.78431374,0.80784315,184.33737,0.40291256,0.80784315,6.8
3775,0.99607843,0.5647059,0.9372549,308.18182,0.43307078,0.99607843,10.0
2976,0.50980395,0.6117647,0.8901961,223.91753,0.4273127,0.8901961,7.6
4593,0.8235294,0.40392157,0.77254903,307.28973,0.50952375,0.8235294,14.0
2185,0.7764706,0.8117647,1.0,230.52632,0.22352937,1.0,7.2
38,0.45490196,0.5137255,0.75686276,228.31169,0.3989637,0.75686276,4.0
2844,0.5411765,0.6,0.84313726,228.31169,0.35813946,0.84313726,7.6
864,0.5568628,0.58431375,0.7921569,233.0,0.29702964,0.7921569,4.2
1768,0.4627451,0.73333335,0.7529412,184.05408,0.38541663,0.7529412,7.0
2054,0.72156864,0.8156863,1.0,219.71832,0.27843133,1.0,7.2
2735,0.49411765,0.6,0.85882354,222.58064,0.4246575,0.85882354,7.6
1492,0.5411765,0.78431374,0.80784315,185.29414,0.33009702,0.80784315,6.8
1347,0.5411765,0.7647059,0.7647059,179.99997,0.29230762,0.7647059,6.8
618,0.5058824,0.5803922,0.8352941,226.42857,0.39436612,0.8352941,4.2
2114,0.7254902,0.8352941,1.0,216.00002,0.27450976,1.0,7.2
4080,0.91764706,0.49019608,0.8901961,303.85324,0.4658119,0.91764706,12.0
2545,0.49019608,0.58431375,0.8627451,224.8421,0.43181813,0.8627451,7.6
912,0.5372549,0.5686275,0.8156863,233.23944,0.34134609,0.8156863,4.2
267,0.49019608,0.53333336,0.79607844,231.53847,0.3842364,0.79607844,4.0
472,0.4745098,0.5372549,0.8235294,229.21349,0.42380947,0.8235294,4.0
3752,0.94509804,0.53333336,0.92941177,302.28574,0.43568456,0.94509804,10.0
3338,0.42745098,0.41960785,0.6,242.60869,0.30065355,0.6,8.2
1777,0.4627451,0.73333335,0.7529412,184.05408,0.38541663,0.7529412,7.0
2542,0.49019608,0.58431375,0.8627451,224.8421,0.43181813,0.8627451,7.6
1343,0.54509807,0.76862746,0.76862746,179.99997,0.29081625,0.76862746,6.8
3706,0.9529412,0.56078434,0.9019608,307.80002,0.41152257,0.9529412,10.0
1386,0.46666667,0.7764706,0.7882353,182.19514,0.40796015,0.7882353,6.8
210,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
2753,0.4862745,0.6039216,0.85882354,221.05263,0.4337899,0.85882354,7.6
4530,0.8,0.42745098,0.7294118,311.36844,0.4656862,0.8,14.0
3280,0.5294118,0.5176471,0.627451,246.42856,0.17499995,0.627451,8.2
747,0.5254902,0.5803922,0.8117647,228.49315,0.35265693,0.8117647,4.2
4177,0.9137255,0.5568628,0.84705883,311.2088,0.39055786,0.9137255,12.0
701,0.54901963,0.5764706,0.8117647,233.73134,0.32367143,0.8117647,4.2
2216,0.73333335,0.8117647,1.0,222.35295,0.26666662,1.0,7.2
2534,0.5176471,0.5921569,0.8509804,226.58824,0.39170498,0.8509804,7.6
388,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
462,0.47058824,0.53333336,0.81960785,229.21349,0.42583728,0.81960785,4.0
1103,0.47843137,0.7921569,0.8117647,183.52943,0.41062796,0.8117647,6.8
4437,0.92941177,0.49803922,0.8980392,304.36365,0.46413496,0.92941177,12.0
459,0.4745098,0.54901963,0.8039216,226.42857,0.40975603,0.8039216,4.0
3860,0.94509804,0.5647059,0.89411765,308.04126,0.40248954,0.94509804,10.0
2150,0.75686276,0.8509804,1.0,216.7742,0.24313721,1.0,7.2
1591,0.45882353,0.7294118,0.74509805,183.28769,0.38421047,0.74509805,7.0
2075,0.7294118,0.827451,1.0,218.26088,0.2705882,1.0,7.2
4270,0.94509804,0.49411765,0.8980392,306.2609,0.47717836,0.94509804,12.0
1697,0.47058824,0.7294118,0.75686276,185.75345,0.3782383,0.75686276,7.0
1871,0.48235294,0.7294118,0.73333335,180.93753,0.34224594,0.73333335,7.0
2076,0.73333335,0.83137256,1.0,217.9412,0.26666662,1.0,7.2
2096,0.7294118,0.8392157,1.0,215.65219,0.2705882,1.0,7.2
1884,0.49411765,0.73333335,0.7372549,180.96777,0.3297872,0.7372549,7.0
4472,0.9647059,0.5176471,0.92156863,305.7895,0.46341455,0.9647059,12.0
4643,0.84313726,0.41960785,0.78039217,308.88892,0.50232553,0.84313726,14.0
2280,0.70980394,0.8352941,1.0,214.05406,0.29019603,1.0,7.2
2497,0.77254903,0.8,1.0,232.75862,0.22745094,1.0,7.2
1280,0.5254902,0.81960785,0.84313726,184.44447,0.3767441,0.84313726,6.8
799,0.53333336,0.5764706,0.84705883,231.75,0.3703703,0.84705883,4.2
3156,0.49803922,0.4745098,0.6039216,250.90907,0.2142857,0.6039216,8.2
2624,0.4745098,0.6039216,0.8784314,220.7767,0.45982137,0.8784314,7.6
215,0.4627451,0.5254902,0.7647059,227.53247,0.39487174,0.7647059,4.0
3050,0.4627451,0.42745098,0.6117647,251.48935,0.30128202,0.6117647,8.2
3027,0.50980395,0.45882353,0.6156863,259.5,0.25477704,0.6156863,8.2
1162,0.5254902,0.7764706,0.79607844,184.34785,0.3399014,0.79607844,6.8
1039,0.49803922,0.76862746,0.7882353,184.05408,0.36815915,0.7882353,6.8
521,0.5529412,0.5686275,0.80784315,236.3077,0.3155339,0.80784315,4.2
523,0.5568628,0.5803922,0.8,234.19356,0.3039215,0.8,4.2
1311,0.5019608,0.80784315,0.83137256,184.28574,0.39622632,0.83137256,6.8
1358,0.5372549,0.7607843,0.7882353,186.56253,0.3184079,0.7882353,6.8
2417,0.7372549,0.8392157,1.0,216.71643,0.26274505,1.0,7.2
4885,0.7921569,0.4,0.7411765,307.80002,0.49504942,0.7921569,14.0
410,0.47058824,0.5372549,0.76862746,226.57895,0.38775504,0.76862746,4.0
327,0.49803922,0.54509807,0.8039216,230.76923,0.38048777,0.8039216,4.0
2088,0.7411765,0.83137256,1.0,219.09091,0.25882348,1.0,7.2
1573,0.4509804,0.74509805,0.74509805,179.99997,0.3947368,0.74509805,7.0
2366,0.75686276,0.8156863,1.0,225.48387,0.24313721,1.0,7.2
4804,0.83137256,0.4392157,0.7764706,308.40002,0.47169805,0.83137256,14.0
4415,0.9137255,0.48235294,0.8862745,303.8182,0.47210294,0.9137255,12.0
4104,0.9372549,0.49019608,0.89411765,305.7895,0.4769874,0.9372549,12.0
271,0.4745098,0.53333336,0.7921569,228.88889,0.40099004,0.7921569,4.0
625,0.5019608,0.57254905,0.8392157,227.44186,0.40186906,0.8392157,4.2
3843,0.9607843,0.62352943,0.88235295,313.9535,0.35102034,0.9607843,10.0
3104,0.4117647,0.40784314,0.58431375,241.33333,0.30201337,0.58431375,8.2
526,0.5529412,0.5882353,0.8039216,231.5625,0.31219506,0.8039216,4.2
1815,0.49803922,0.7411765,0.7647059,185.29414,0.3487179,0.7647059,7.0
3937,0.98039216,0.54901963,0.92941177,307.0909,0.4399999,0.98039216,10.0
4671,0.8039216,0.46666667,0.7294118,313.25583,0.41951215,0.8039216,14.0
4303,0.9607843,0.5372549,0.91764706,306.1111,0.44081625,0.9607843,12.0
47,0.4627451,0.5254902,0.7647059,227.53247,0.39487174,0.7647059,4.0
678,0.5568628,0.5803922,0.8,234.19356,0.3039215,0.8,4.2
1315,0.5058824,0.8039216,0.81960785,183.00002,0.38277504,0.81960785,6.8
2309,0.7607843,0.85882354,1.0,215.40985,0.23921564,1.0,7.2
1457,0.54509807,0.827451,0.84313726,183.15791,0.3534883,0.84313726,6.8
2555,0.47843137,0.5803922,0.85882354,223.91753,0.44292232,0.85882354,7.6
3656,0.9843137,0.5803922,0.8980392,312.81555,0.4103585,0.9843137,10.0
4802,0.83137256,0.4392157,0.7764706,308.40002,0.47169805,0.83137256,14.0
3497,0.42745098,0.41568628,0.5764706,244.39024,0.27891153,0.5764706,8.2
2755,0.4862745,0.6039216,0.85882354,221.05263,0.4337899,0.85882354,7.6
2411,0.7372549,0.8235294,1.0,220.29852,0.26274505,1.0,7.2
4286,0.972549,0.52156866,0.9098039,308.34784,0.4637096,0.972549,12.0
1609,0.4745098,0.7529412,0.7529412,179.99997,0.36979163,0.7529412,7.0
823,0.53333336,0.5921569,0.8509804,228.8889,0.37327182,0.8509804,4.2
2066,0.7254902,0.81960785,1.0,219.42857,0.27450976,1.0,7.2
4640,0.8509804,0.43137255,0.79607844,307.8505,0.4930875,0.8509804,14.0
586,0.5411765,0.5764706,0.8117647,232.17392,0.33333325,0.8117647,4.2
1060,0.4745098,0.77254903,0.7921569,183.70372,0.40099004,0.7921569,6.8
2674,0.54509807,0.60784316,0.8392157,227.20001,0.3504672,0.8392157,7.6
1309,0.4745098,0.81960785,0.80784315,177.95453,0.42105258,0.81960785,6.8
1394,0.47058824,0.7764706,0.8,184.28574,0.41176465,0.8,6.8
4529,0.8,0.42745098,0.7294118,311.36844,0.4656862,0.8,14.0
3353,0.4392157,0.4,0.58431375,252.76595,0.31543618,0.58431375,8.2
715,0.54901963,0.57254905,0.81960785,234.78261,0.33014348,0.81960785,4.2
2881,0.49019608,0.58431375,0.8627451,224.8421,0.43181813,0.8627451,7.6
4398,0.9137255,0.4862745,0.8784314,304.95413,0.4678111,0.9137255,12.0
4549,0.78431374,0.40392157,0.7411765,306.80414,0.48499992,0.78431374,14.0
4216,0.90588236,0.49019608,0.8784314,303.96228,0.4588744,0.90588236,12.0
4633,0.85882354,0.44313726,0.8039216,307.92453,0.4840182,0.85882354,14.0
4420,0.91764706,0.49019608,0.8901961,303.85324,0.4658119,0.91764706,12.0
3311,0.4627451,0.4392157,0.59607846,248.99998,0.26315787,0.59607846,8.2
774,0.5254902,0.57254905,0.83137256,230.76924,0.36792445,0.83137256,4.2
1258,0.4862745,0.8,0.7921569,178.49998,0.3921568,0.8,6.8
2394,0.7254902,0.81960785,1.0,219.42857,0.27450976,1.0,7.2
2082,0.7372549,0.8392157,1.0,216.71643,0.26274505,1.0,7.2
3116,0.41960785,0.41568628,0.5764706,241.46341,0.27891153,0.5764706,8.2
4039,0.8980392,0.50980395,0.8666667,304.8485,0.43231434,0.8980392,12.0
4062,0.9137255,0.4862745,0.8784314,304.95413,0.4678111,0.9137255,12.0
929,0.5254902,0.5803922,0.84705883,229.7561,0.37962955,0.84705883,4.2
143,0.49019608,0.5411765,0.8117647,230.48781,0.3961352,0.8117647,4.0
1218,0.46666667,0.78039217,0.7764706,179.24998,0.40201,0.78039217,6.8
3062,0.45490196,0.41960785,0.6039216,251.48935,0.30519477,0.6039216,8.2
841,0.5686275,0.5764706,0.7882353,237.85715,0.2786069,0.7882353,4.2
1809,0.49019608,0.73333335,0.75686276,185.29414,0.35233155,0.75686276,7.0
2520,0.5294118,0.60784316,0.84705883,225.1852,0.3749999,0.84705883,7.6
1491,0.54509807,0.7882353,0.8117647,185.29414,0.32850236,0.8117647,6.8
2224,0.7176471,0.8156863,1.0,219.16667,0.2823529,1.0,7.2
1530,0.4862745,0.7294118,0.7529412,185.29414,0.35416663,0.7529412,7.0
1534,0.4862745,0.73333335,0.7372549,180.93753,0.3404255,0.7372549,7.0
3306,0.48235294,0.45882353,0.6117647,249.23076,0.24999997,0.6117647,8.2
2478,0.7764706,0.8509804,1.0,220.00002,0.22352937,1.0,7.2
1355,0.54509807,0.7607843,0.7882353,186.77422,0.30845764,0.7882353,6.8
4275,0.94509804,0.49411765,0.8980392,306.2609,0.47717836,0.94509804,12.0
3160,0.49411765,0.46666667,0.6039216,251.99998,0.2272727,0.6039216,8.2
3162,0.49411765,0.46666667,0.6039216,251.99998,0.2272727,0.6039216,8.2
2848,0.5411765,0.6,0.84313726,228.31169,0.35813946,0.84313726,7.6
89,0.47058824,0.5254902,0.78431374,229.5,0.39999995,0.78431374,4.0
3959,1.0,0.5764706,0.9411765,308.33334,0.42352933,1.0,10.0
1330,0.5372549,0.77254903,0.76862746,178.99997,0.30456847,0.77254903,6.8
1563,0.46666667,0.73333335,0.73333335,179.99997,0.3636363,0.73333335,7.0
2758,0.49019608,0.60784316,0.8666667,221.25,0.43438908,0.8666667,7.6
2173,0.84313726,0.8509804,1.0,237.0,0.15686272,1.0,7.2
718,0.54509807,0.5803922,0.8235294,232.39436,0.33809516,0.8235294,4.2
2645,0.50980395,0.6117647,0.8901961,223.91753,0.4273127,0.8901961,7.6
1898,0.44313726,0.7294118,0.7529412,184.55698,0.41145828,0.7529412,7.0
1185,0.56078434,0.7647059,0.7764706,183.27277,0.2777777,0.7764706,6.8
404,0.47058824,0.53333336,0.77254903,227.53247,0.39086288,0.77254903,4.0
2612,0.47843137,0.60784316,0.88235295,220.7767,0.4577777,0.88235295,7.6
2127,0.74509805,0.8509804,1.0,215.07693,0.25490192,1.0,7.2
499,0.48235294,0.5294118,0.73333335,228.75,0.34224594,0.73333335,4.0
2551,0.5058824,0.5803922,0.8627451,227.47253,0.41363627,0.8627451,7.6
175,0.47843137,0.5137255,0.7490196,232.1739,0.3612565,0.7490196,4.0
537,0.56078434,0.5803922,0.8156863,235.38461,0.31249994,0.8156863,4.2
233,0.4745098,0.5294118,0.7607843,228.49315,0.37628862,0.7607843,4.0
3231,0.44705883,0.4,0.58431375,255.31914,0.31543618,0.58431375,8.2
3689,0.9254902,0.58431375,0.88235295,307.5862,0.368644,0.9254902,10.0
1451,0.5568628,0.827451,0.84705883,184.05408,0.3425925,0.84705883,6.8
2651,0.5176471,0.6117647,0.8901961,224.8421,0.41850212,0.8901961,7.6
4407,0.91764706,0.49019608,0.88235295,304.95413,0.4658119,0.91764706,12.0
1198,0.5176471,0.7647059,0.77254903,181.84618,0.32994917,0.77254903,6.8
4778,0.8235294,0.40392157,0.77254903,307.28973,0.50952375,0.8235294,14.0
1454,0.5568628,0.827451,0.84705883,184.05408,0.3425925,0.84705883,6.8
4180,0.90588236,0.5411765,0.8509804,309.0323,0.40259734,0.90588236,12.0
3917,0.9607843,0.5372549,0.91764706,306.1111,0.44081625,0.9607843,10.0
1515,0.5137255,0.73333335,0.74509805,183.05087,0.31052625,0.74509805,7.0
3133,0.4745098,0.44705883,0.5764706,252.72726,0.22448978,0.5764706,8.2
437,0.49411765,0.5372549,0.8,231.53847,0.3823529,0.8,4.0
1584,0.46666667,0.73333335,0.7607843,185.60002,0.38659787,0.7607843,7.0
2672,0.54901963,0.60784316,0.8235294,227.14287,0.33333325,0.8235294,7.6
4715,0.78431374,0.39607844,0.7529412,304.8485,0.49499992,0.78431374,14.0
1365,0.5176471,0.7607843,0.78431374,185.29414,0.3399999,0.78431374,6.8
4102,0.9372549,0.49019608,0.89411765,305.7895,0.4769874,0.9372549,12.0
3082,0.4509804,0.40392157,0.5921569,254.99998,0.31788075,0.5921569,8.2
989,0.56078434,0.5764706,0.8666667,236.92308,0.3529411,0.8666667,4.2
2080,0.7372549,0.8392157,1.0,216.71643,0.26274505,1.0,7.2
4939,0.8235294,0.40392157,0.77254903,307.28973,0.50952375,0.8235294,14.0
4012,0.9098039,0.54509807,0.85490197,309.0323,0.40086198,0.9098039,12.0
630,0.5176471,0.5686275,0.8392157,230.48781,0.3831775,0.8392157,4.2
2982,0.5058824,0.60784316,0.8862745,223.91753,0.42920345,0.8862745,7.6
3755,0.9490196,0.5372549,0.93333334,302.28574,0.4338842,0.9490196,10.0
1547,0.48235294,0.7294118,0.73333335,180.93753,0.34224594,0.73333335,7.0
2988,0.5058824,0.60784316,0.8862745,223.91753,0.42920345,0.8862745,7.6
948,0.5058824,0.5686275,0.85490197,229.21349,0.4082568,0.85490197,4.2
3403,0.4627451,0.4392157,0.59607846,248.99998,0.26315787,0.59607846,8.2
4355,0.9019608,0.5254902,0.85490197,307.50003,0.4173912,0.9019608,12.0
3505,0.96862745,0.6431373,0.8862745,315.18073,0.33603233,0.96862745,10.0
3319,0.45490196,0.41960785,0.6039216,251.48935,0.30519477,0.6039216,8.2
4417,0.9372549,0.49019608,0.89411765,305.7895,0.4769874,0.9372549,12.0
2012,0.8156863,0.8392157,1.0,232.34042,0.1843137,1.0,7.2
3978,1.0,0.57254905,0.9372549,308.80734,0.4274509,1.0,10.0
3673,0.9607843,0.63529414,0.89411765,312.28918,0.33877546,0.9607843,10.0
1068,0.4745098,0.78039217,0.8039216,184.28574,0.40975603,0.8039216,6.8
2509,0.54509807,0.60784316,0.84705883,227.53247,0.3564814,0.84705883,7.6
236,0.4627451,0.5254902,0.75686276,227.2,0.38860098,0.75686276,4.0
3575,0.9607843,0.5372549,0.91764706,306.1111,0.44081625,0.9607843,10.0
3164,0.5058824,0.4509804,0.6117647,260.4878,0.26282048,0.6117647,8.2
338,0.47058824,0.5137255,0.73333335,230.14925,0.35828874,0.73333335,4.0
1845,0.50980395,0.7294118,0.7372549,182.069,0.30851057,0.7372549,7.0
2034,0.73333335,0.81960785,1.0,220.58824,0.26666662,1.0,7.2
3666,0.95686275,0.68235296,0.8901961,314.57144,0.2868852,0.95686275,10.0
3092,0.44705883,0.4117647,0.59607846,251.48935,0.30921048,0.59607846,8.2
3930,0.96862745,0.54509807,0.9254902,306.1111,0.4372469,0.96862745,10.0
482,0.49411765,0.5294118,0.81960785,233.49397,0.39712915,0.81960785,4.0
2334,0.8784314,0.8509804,1.0,251.05263,0.14901958,1.0,7.2
3304,0.48235294,0.45882353,0.6117647,249.23076,0.24999997,0.6117647,8.2
4222,0.91764706,0.49019608,0.88235295,304.95413,0.4658119,0.91764706,12.0
393,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
4223,0.9137255,0.4862745,0.8784314,304.95413,0.4678111,0.9137255,12.0
3375,0.4117647,0.40784314,0.58431375,241.33333,0.30201337,0.58431375,8.2
2605,0.48235294,0.6117647,0.8862745,220.7767,0.45575216,0.8862745,7.6
4481,0.972549,0.5176471,0.92156863,306.72415,0.46774185,0.972549,12.0
2222,0.7294118,0.81960785,1.0,220.00002,0.2705882,1.0,7.2
2177,0.8156863,0.83137256,1.0,234.89362,0.1843137,1.0,7.2
2024,0.78039217,0.8117647,1.0,231.42857,0.2196078,1.0,7.2
871,0.5568628,0.57254905,0.8117647,236.3077,0.3140096,0.8117647,4.2
1710,0.4862745,0.7294118,0.7529412,185.29414,0.35416663,0.7529412,7.0
3701,0.95686275,0.5647059,0.90588236,307.80002,0.409836,0.95686275,10.0
1928,0.44313726,0.7490196,0.74509805,179.23074,0.4083769,0.7490196,7.0
2124,0.7372549,0.8392157,1.0,216.71643,0.26274505,1.0,7.2
139,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
870,0.5568628,0.57254905,0.8117647,236.3077,0.3140096,0.8117647,4.2
3491,0.45490196,0.41568628,0.58431375,253.95348,0.28859058,0.58431375,8.2
1618,0.47058824,0.7372549,0.76862746,186.31581,0.38775504,0.76862746,7.0
2044,0.7490196,0.8156863,1.0,224.06252,0.25098035,1.0,7.2
2567,0.4862745,0.5921569,0.8666667,223.29897,0.43891397,0.8666667,7.6
687,0.5529412,0.5764706,0.8235294,234.78261,0.32857135,0.8235294,4.2
4,0.48235294,0.5294118,0.73333335,228.75,0.34224594,0.73333335,4.0
3769,0.9529412,0.5411765,0.9372549,302.28574,0.4320987,0.9529412,10.0
2766,0.49019608,0.60784316,0.8666667,221.25,0.43438908,0.8666667,7.6
1755,0.4627451,0.7294118,0.75686276,185.60002,0.38860098,0.75686276,7.0
4704,0.8039216,0.39607844,0.7294118,310.96155,0.507317,0.8039216,14.0
387,0.47058824,0.5254902,0.75686276,228.49315,0.3782383,0.75686276,4.0
4916,0.81960785,0.39607844,0.76862746,307.22223,0.51674634,0.81960785,14.0
963,0.5254902,0.5803922,0.84705883,229.7561,0.37962955,0.84705883,4.2
4521,0.8039216,0.43529412,0.73333335,311.48938,0.4585365,0.8039216,14.0
2889,0.48235294,0.58431375,0.8627451,223.91753,0.44090903,0.8627451,7.6
1801,0.47843137,0.7411765,0.7607843,184.16669,0.37113398,0.7607843,7.0
2063,0.7254902,0.81960785,1.0,219.42857,0.27450976,1.0,7.2
2418,0.7372549,0.8392157,1.0,216.71643,0.26274505,1.0,7.2
4648,0.8392157,0.42352942,0.78431374,307.92453,0.49532703,0.8392157,14.0
1323,0.5254902,0.8039216,0.8039216,179.99997,0.34634137,0.8039216,6.8
4780,0.8117647,0.4117647,0.78039217,304.7059,0.49275357,0.8117647,14.0
821,0.53333336,0.5882353,0.85490197,229.7561,0.3761467,0.85490197,4.2
4826,0.84313726,0.42352942,0.76862746,310.6542,0.49767435,0.84313726,14.0
3712,0.94509804,0.5529412,0.89411765,307.80002,0.41493767,0.94509804,10.0
3538,0.96862745,0.5529412,0.9137255,307.92453,0.42914972,0.96862745,10.0
3963,0.99215686,0.5764706,0.9372549,307.92453,0.41897225,0.99215686,10.0
1567,0.4627451,0.7372549,0.7372549,179.99997,0.37234038,0.7372549,7.0
3611,0.99215686,0.5764706,0.9372549,307.92453,0.41897225,0.99215686,10.0
1043,0.49411765,0.7647059,0.78431374,184.05408,0.36999995,0.78431374,6.8
320,0.4745098,0.54509807,0.8117647,227.44186,0.4154589,0.8117647,4.0
2094,0.73333335,0.8352941,1.0,217.05884,0.26666662,1.0,7.2
3564,0.9607843,0.5372549,0.91764706,306.1111,0.44081625,0.9607843,10.0
4611,0.8235294,0.40392157,0.77254903,307.28973,0.50952375,0.8235294,14.0
2959,0.48235294,0.6117647,0.8862745,220.7767,0.45575216,0.8862745,7.6
956,0.50980395,0.5803922,0.84705883,227.44186,0.39814806,0.84705883,4.2
3315,0.4627451,0.42745098,0.6117647,251.48935,0.30128202,0.6117647,8.2
3211,0.42745098,0.41568628,0.5764706,244.39024,0.27891153,0.5764706,8.2
4805,0.83137256,0.4392157,0.7764706,308.40002,0.47169805,0.83137256,14.0
2131,0.7490196,0.85882354,1.0,213.75002,0.25098035,1.0,7.2
4440,0.92156863,0.49411765,0.89411765,303.85324,0.46382973,0.92156863,12.0
2381,0.7490196,0.8156863,1.0,224.06252,0.25098035,1.0,7.2
4537,0.79607844,0.40784314,0.7411765,308.48486,0.48768467,0.79607844,14.0
456,0.44705883,0.54901963,0.8,222.66667,0.4411764,0.8,4.0
221,0.46666667,0.53333336,0.7607843,226.4,0.38659787,0.7607843,4.0
3470,0.43137255,0.41960785,0.6117647,243.67346,0.31410253,0.6117647,8.2
4394,0.91764706,0.49019608,0.88235295,304.95413,0.4658119,0.91764706,12.0
2661,0.50980395,0.6039216,0.88235295,224.8421,0.42222214,0.88235295,7.6
1005,0.58431375,0.77254903,0.7607843,176.24997,0.24365477,0.77254903,6.8
4059,0.91764706,0.49019608,0.88235295,304.95413,0.4658119,0.91764706,12.0
4049,0.89411765,0.49803922,0.8745098,302.9703,0.4429824,0.89411765,12.0
836,0.58431375,0.58431375,0.8,240.0,0.26960778,0.8,4.2
3823,0.95686275,0.5803922,0.88235295,311.87503,0.39344254,0.95686275,10.0
1919,0.4627451,0.7294118,0.75686276,185.60002,0.38860098,0.75686276,7.0
3784,1.0,0.5882353,0.93333334,309.7143,0.41176462,1.0,10.0
551,0.5647059,0.58431375,0.8235294,235.45454,0.31428564,0.8235294,4.2
